OBJECTID,StopID,Direction,Routes_ser
717,E19470,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
718,E19480,Outbound,"61A, 61B, 61C, 61D"
719,E19510,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
720,E19520,Outbound,"61A, 61B, 61C, 61D"
721,E19570,Both,"28X, 58, 61A, 61B, 61C, 61D, 67, 69, 81, 83"
722,E19580,Inbound,"81, 83"
723,E19590,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
724,E19595,Inbound,"81, 83"
725,E19610,Both,"28X, 58, 61A, 61B, 61C, 61D, 67, 69"
726,E19620,Outbound,"61A, 61B, 61C, 61D"
727,E19630,Inbound,"61A, 61B, 61C, 61D"
728,E19640,Outbound,"61A, 61B, 61C, 61D"
729,E19650,Inbound,"61A, 61B, 61C, 61D"
730,E19660,Outbound,"61A, 61B, 61C, 61D"
731,E19670,Inbound,"61A, 61B, 61C, 61D"
732,E19680,Outbound,"61A, 61B, 61C, 61D"
733,E19690,Outbound,61A
734,E19700,Inbound,"61A, 61B, 61C, 61D"
735,E19720,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
736,E19740,Outbound,"61A, 61B, 61C, 61D"
737,E19750,Outbound,"61A, 61B, 61C, 61D"
738,E19770,Both,"61A, 61B, 64, 74"
739,E19780,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
740,E19790,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D"
741,E19800,Inbound,"61A, 61B, 61C, 61D"
742,E19810,Outbound,"61A, 61B, 61C, 61D"
743,E19830,Outbound,"61A, 61B, 61C, 61D"
744,E19840,Both,"28X, 61A, 61B, 61C, 61D, 67, 69"
745,E19850,Outbound,"61A, 61B"
746,E19870,Both,"28X, 61A, 61B, 61C, 61D, 67, 69"
747,E19890,Inbound,"61A, 61B, 61C, 61D"
748,E19910,Outbound,"61A, 61B, 61C, 61D, 67, 69"
749,E19920,Outbound,"61A, 61B, 61C, 61D"
750,E20030,Inbound,"69, P69"
751,E20050,Inbound,"69, P69"
752,E20055,Both,65
753,E20060,Both,65
754,E20310,Outbound,"77, 86"
755,E20320,Outbound,"77, 86"
756,E20330,Inbound,"77, 86"
757,E20340,Outbound,"77, 86"
758,E20350,Inbound,"77, 86"
759,E20360,Outbound,"77, 86"
760,E20370,Inbound,"77, 86"
761,E20380,Outbound,"77, 86"
762,E20385,Outbound,77
763,E20390,Inbound,"77, 86"
764,E20420,Inbound,"77, 86"
765,E20450,Outbound,"77, 86"
766,E20455,Outbound,"77, 86"
767,E20470,Outbound,"77, 86"
768,E20480,Inbound,"77, 86"
769,E20490,Outbound,"77, 86"
770,E20500,Inbound,"77, 86"
771,E20510,Outbound,"77, 86"
772,E20520,Inbound,"77, 86"
773,E20550,Inbound,"77, 86"
774,E20560,Outbound,"77, 86"
775,E20565,Outbound,"77, 86"
776,E20570,Inbound,77
777,E20590,Inbound,"77, 82, 86, P17"
778,E20600,Outbound,"77, 86"
779,E20610,Outbound,77
780,E20620,Outbound,77
781,E20630,Inbound,77
782,E20650,Inbound,77
783,E20670,Inbound,"77, 86"
784,E20680,Outbound,"77, 86"
785,E20700,Inbound,"77, 86"
786,E20710,Outbound,77
787,E20720,Inbound,77
788,E20730,Outbound,77
789,E20750,Outbound,"77, 86"
790,E20760,Outbound,"77, 86"
791,E20770,Inbound,"77, 86"
792,E20780,Outbound,"77, 86"
793,E20782,Inbound,77
794,E20785,Outbound,77
795,E20795,Inbound,77
796,E20800,Inbound,77
797,E20810,Outbound,"77, P16"
798,E20820,Inbound,77
799,E20850,Inbound,77
800,E20870,Outbound,77
801,E20880,Inbound,77
802,E20890,Outbound,77
803,E20901,Inbound,77
804,E20910,Inbound,77
805,E20920,Outbound,77
806,E20930,Inbound,"77, P16"
807,E20940,Inbound,"77, P16"
808,E20945,Outbound,"77, P16"
809,E20950,Inbound,77
810,E20960,Outbound,77
811,E20970,Outbound,"77, P16"
812,E20990,Outbound,77
813,E21020,Inbound,77
814,E21030,Inbound,77
815,E21040,Outbound,77
816,E21060,Outbound,"77, P16"
817,E21065,Outbound,77
818,E21080,Outbound,77
819,E21090,Inbound,77
820,E21120,Outbound,77
821,E21130,Inbound,"77, P16"
822,E21140,Inbound,77
823,E21150,Outbound,77
824,E21160,Inbound,77
825,E21190,Outbound,77
826,E21220,Outbound,"77, P16"
827,E21240,Inbound,77
828,E21280,Outbound,77
829,E21300,Outbound,77
830,E21320,Outbound,"77, P16"
831,E21360,Inbound,77
832,E21362,Inbound,77
833,E21430,Inbound,"77, P16"
834,E21460,Inbound,77
835,E21510,Inbound,77
836,E21540,Inbound,"77, P16"
837,E21550,Outbound,77
838,E21560,Outbound,"77, P16"
839,E21570,Inbound,"77, P16"
840,E21590,Outbound,77
841,E21600,Inbound,"77, P16"
842,E21640,Outbound,77
843,E21660,Inbound,77
844,E21670,Outbound,"77, P16"
845,E21675,Outbound,77
846,E21700,Inbound,"77, P16"
847,E21720,Inbound,"77, P16"
848,E21740,Outbound,"77, P16"
849,E21780,Outbound,77
850,E23400,Inbound,87
851,E23410,Outbound,87
852,E23420,Inbound,87
853,E23430,Outbound,87
854,E23440,Inbound,"64, 87"
855,E23445,Outbound,"64, 87"
856,E23450,Inbound,87
857,E23460,Outbound,87
858,E23470,Outbound,87
859,E23480,Inbound,87
860,E23490,Inbound,87
861,E23500,Outbound,87
862,E23510,Inbound,87
863,E23520,Outbound,87
864,E23530,Inbound,"64, 87"
865,E23540,Outbound,"64, 87"
866,E23550,Outbound,87
867,E23560,Inbound,87
868,E23570,Outbound,87
869,E23580,Inbound,"64, 87"
870,E23590,Outbound,"64, 87"
871,E23600,Inbound,87
872,E23605,Outbound,"64, 87"
873,E23610,Inbound,87
874,E23620,Outbound,87
875,E23630,Outbound,"64, 87"
876,E25000,Outbound,"59, 68, P68"
877,E25010,Inbound,59
878,E25020,Outbound,"68, P68"
879,E25030,Inbound,"68, P68"
880,E25040,Inbound,"68, P68"
881,E25050,Outbound,"68, P68"
882,E25075,Outbound,58
883,E25085,Outbound,56
884,E25090,Outbound,58
885,E25100,Inbound,58
886,E25200,Outbound,58
887,E25328,Outbound,58
888,E25335,Inbound,58
889,E25337,Inbound,58
890,E25338,Outbound,58
891,E25339,Inbound,58
892,E25340,Outbound,58
893,E25346,Outbound,58
894,E25347,Outbound,58
895,E25348,Inbound,"56, 58"
896,E25349,Outbound,58
897,E25351,Outbound,58
898,E25352,Outbound,58
899,E25353,Inbound,58
900,E25354,Inbound,58
901,E25355,Inbound,58
902,E25357,Inbound,58
903,E25358,Inbound,58
904,E25360,Outbound,58
905,E25362,Outbound,58
906,E25363,Outbound,58
907,E25364,Inbound,58
908,E25365,Outbound,58
909,E25366,Inbound,58
910,E25367,Outbound,58
911,E25368,Inbound,58
912,E25370,Inbound,58
913,E25371,Inbound,58
914,E25377,Inbound,58
915,E25457,Outbound,P76
916,E25465,Inbound,P76
917,E25560,Outbound,P76
918,E25750,Outbound,P76
919,E25767,Inbound,P76
920,E25950,Outbound,"75, 87"
921,E25960,Both,"79, P17"
922,E26020,Both,"79, P17"
923,E26040,Both,"79, P17"
924,E26060,Both,"79, P17"
925,E26103,Outbound,58
926,E26370,Inbound,71D
927,E26380,Outbound,71D
928,E26400,Inbound,71D
929,E26410,Outbound,71D
930,E26420,Inbound,71D
931,E26430,Outbound,71D
932,E26440,Inbound,71D
933,E26450,Outbound,P17
934,E26460,Inbound,71D
935,E26470,Outbound,71D
936,E26480,Outbound,P17
937,E26490,Inbound,P17
938,E26500,Inbound,71D
939,E26510,Outbound,71D
940,E26520,Inbound,71D
941,E26530,Outbound,71D
942,E26540,Outbound,P17
943,E26550,Inbound,71D
944,E26560,Outbound,71D
945,E26570,Inbound,71D
946,E26590,Outbound,71D
947,E26600,Inbound,71D
948,E26610,Outbound,71D
949,E26620,Outbound,P17
950,E26630,Inbound,71D
951,E26640,Outbound,71D
952,E26650,Inbound,P17
953,E26660,Outbound,71D
954,E26670,Outbound,71D
955,E27220,Both,"59, 61B, 71, P7"
956,E27230,Both,"59, 61B, 71, P7"
957,E27240,Both,"59, 61B, 71, P7"
958,E27250,Both,"59, 61B, 71, P7"
959,E27390,Inbound,"59, 61A"
960,E27400,Outbound,"59, 61A"
961,E27420,Outbound,"59, 61A"
962,E27425,Inbound,61A
963,E27450,Outbound,61A
964,E27460,Inbound,"59, 61A"
965,E27470,Outbound,"59, 61A"
966,E27490,Inbound,61B
967,E27500,Inbound,61A
968,E27510,Outbound,61A
969,E27520,Inbound,61A
970,E27530,Outbound,61A
971,E27540,Both,"67, 69, 71D, 79, 86"
972,E27550,Inbound,"71D, 86"
973,E27580,Outbound,77
974,E27640,Outbound,"67, P12"
975,E28300,Inbound,"67, P12"
976,E28590,Both,"58, 93"
977,E28610,Both,"58, 93"
978,E28620,Both,"58, 93"
979,E28630,Both,"58, 93"
980,E28640,Both,"58, 93"
981,E28660,Both,"58, 93"
982,E28705,Inbound,54
983,E28720,Inbound,54
984,E28722,Outbound,54
985,E28725,Outbound,54
986,E28730,Inbound,54
987,E28860,Inbound,71B
988,E28880,Outbound,71B
989,E28910,Outbound,71B
990,E28950,Inbound,71B
991,E28960,Outbound,71B
992,E28970,Inbound,71B
993,E28980,Inbound,71B
994,E28990,Outbound,71B
995,E29000,Inbound,"71B, 75"
996,E29020,Inbound,71B
997,E29030,Outbound,71B
998,E29040,Inbound,71B
999,E29050,Outbound,71B
1000,E29055,Outbound,71B
1001,E29057,Outbound,71B
1002,E29070,Inbound,71B
1003,E29077,Outbound,71B
1004,E29105,Outbound,71B
1005,E29130,Inbound,71B
1006,E29140,Outbound,"71B, 75"
1007,E29150,Inbound,71B
1008,E29160,Inbound,71B
1009,E29170,Outbound,71B
1010,E29180,Inbound,71B
1011,E29190,Outbound,71B
1012,E29210,Inbound,71B
1013,E29220,Outbound,71B
1014,E29240,Outbound,"71B, 75"
1015,E29360,Inbound,89
1016,E29361,Outbound,89
1017,E29363,Outbound,89
1018,E29365,Both,"58, 65, 93"
1019,E29420,Both,P12
1020,E29690,Inbound,74
1021,E29700,Outbound,74
1022,E29702,Inbound,74
1023,E29710,Outbound,74
1024,E29720,Inbound,74
1025,E29730,Inbound,74
1026,E29740,Outbound,74
1027,E29750,Inbound,74
1028,E29760,Outbound,74
1029,E29780,Inbound,74
1030,E29790,Outbound,74
1031,E29800,Inbound,74
1032,E29820,Inbound,74
1033,E29830,Outbound,74
1034,E29850,Inbound,74
1035,E29860,Inbound,74
1036,E29870,Outbound,74
1037,E29890,Inbound,74
1038,E29900,Outbound,74
1039,E29910,Inbound,74
1040,E29920,Outbound,74
1041,E29940,Outbound,74
1042,E29950,Outbound,74
1043,E29980,Inbound,74
1044,E29990,Outbound,74
1045,E30010,Inbound,74
1046,E30100,Outbound,87
1047,E30110,Outbound,87
1048,E30175,Outbound,"P16, P78"
1049,E30185,Inbound,"P16, P78"
1050,E30240,Outbound,"71, P71"
1051,E30247,Inbound,"71, P71"
1052,E30250,Outbound,71
1053,E30260,Inbound,"71, P71"
1054,E30270,Outbound,P76
1055,E30275,Outbound,P76
1056,E30276,Inbound,P76
1057,E30277,Outbound,P76
1058,E30285,Inbound,P76
1059,E30297,Inbound,P76
1060,E30300,Outbound,P12
1061,E30310,Outbound,P12
1062,E30320,Inbound,P12
1063,E30375,Inbound,P12
1064,E30385,Outbound,P12
1065,E30420,Inbound,P12
1066,E30425,Inbound,P12
1067,E30430,Inbound,P12
1068,E30440,Outbound,P12
1069,E30460,Outbound,P12
1070,E30490,Outbound,P12
1071,E30510,Inbound,P12
1072,E30540,Outbound,P12
1073,E30545,Outbound,P12
1074,E30550,Inbound,P12
1075,E30570,Inbound,P12
1076,E30580,Inbound,P12
1077,E30600,Inbound,P12
1078,E32222,Inbound,57
1079,E32224,Outbound,57
1080,E32226,Inbound,57
1081,E32227,Outbound,57
1082,E32240,Inbound,83
1083,E32275,Outbound,"68, P68"
1084,E32277,Inbound,"68, P68"
1085,E32280,Inbound,"68, P68"
1086,E32291,Inbound,"68, P68"
1087,E32292,Inbound,"68, P68"
1088,E32293,Inbound,"68, P68"
1089,E32295,Inbound,"68, P68"
1090,E32297,Inbound,"68, P68"
1091,E32299,Outbound,"68, P68"
1092,E32302,Inbound,"68, P68"
1093,E32303,Inbound,"68, P68"
1094,E32304,Outbound,"68, P68"
1095,E32307,Outbound,"68, P68"
1096,E32308,Outbound,"68, P68"
1097,E32312,Outbound,"68, P68"
1098,E32321,Inbound,"68, P68"
1099,E32324,Outbound,"68, P68"
1100,E32326,Inbound,"68, P68"
1101,E32327,Outbound,"68, P68"
1102,E32328,Outbound,"68, P68"
1103,E32329,Outbound,"68, P68"
1104,E32345,Outbound,"75, 87"
1105,E32350,Inbound,"75, 87"
1106,E32370,Inbound,"75, 87"
1107,E32380,Inbound,"75, 87"
1108,E32400,Inbound,"75, 87"
1109,E32415,Outbound,"75, 87"
1110,E32420,Inbound,"75, 87"
1111,E32450,Inbound,"75, 87"
1112,E32460,Inbound,"75, 87"
1113,E32480,Inbound,"75, 87"
1114,E32500,Inbound,"75, 87"
1115,E32695,Outbound,P16
1116,E32732,Both,"57, 93"
1117,E32733,Both,"57, 93"
1118,E32734,Both,"57, 93"
1119,E32735,Both,"57, 93"
1120,E32736,Both,"57, 93"
1121,E32737,Both,"57, 93"
1122,E32738,Inbound,57
1123,E32742,Both,"57, 93"
1124,E32743,Both,"57, 93"
1125,E32744,Both,"57, 93"
1126,E32745,Both,"57, 93"
1127,E32746,Both,"57, 93"
1128,E32748,Both,"57, 93"
1129,E32749,Both,"57, 93"
1130,E32750,Both,"57, 93"
1131,E32751,Both,"57, 93"
1132,E32752,Both,"57, 93"
1133,E32753,Both,"57, 93"
1134,E32754,Both,"57, 93"
1135,E32755,Both,"57, 93"
1136,E32760,Both,"57, 93"
1137,E32850,Outbound,59
1138,E32870,Outbound,59
1139,E32890,Outbound,59
1140,E32970,Outbound,59
1141,E33040,Outbound,"71A, 71B, 71C, 71D"
1142,E33060,Both,"61A, 71, P71"
1143,E33090,Both,"61A, 71, P71"
1144,E33100,Both,"61A, 71, 71C, P71"
1145,E33120,Both,"61A, 71, P71"
1146,E33130,Both,"61A, 71, P71"
1147,E33140,Both,"61A, 71, 71C, P71"
1148,E33150,Both,"61A, 71, P71"
1149,E33160,Both,"61A, 71, P71"
1150,E33450,Outbound,81
1151,E33455,Inbound,81
1152,E33870,Outbound,P78
1153,E33880,Outbound,P78
1154,E33900,Inbound,P78
1155,E33910,Inbound,P78
1156,E33940,Inbound,P78
1157,E33970,Inbound,P78
1158,E33990,Inbound,P78
1159,E34030,Inbound,P78
1160,E34050,Outbound,P78
1161,E34055,Outbound,P78
1162,E34060,Inbound,P78
1163,E34080,Outbound,P78
1164,E34090,Inbound,P78
1165,E34100,Inbound,P78
1166,E34120,Inbound,P78
1167,E34140,Outbound,P78
1168,E34150,Inbound,P78
1169,E34160,Outbound,P78
1170,E34170,Inbound,P78
1171,E34200,Outbound,P78
1172,E34210,Outbound,P78
1173,E34220,Inbound,P78
1174,E34230,Outbound,P78
1175,E34240,Outbound,P78
1176,E34268,Outbound,74
1177,E34270,Inbound,74
1178,E34275,Inbound,74
1179,E34300,Outbound,74
1180,E34310,Inbound,74
1181,E34320,Inbound,74
1182,E34330,Outbound,74
1183,E34353,Inbound,74
1184,E34450,Inbound,74
1185,E34559,Inbound,74
1186,E34570,Both,74
1187,E34580,Both,74
1188,E34590,Both,74
1189,E34600,Inbound,"77, P16"
1190,E34610,Inbound,"77, P16"
1191,E34620,Inbound,"77, P16"
1192,E34630,Inbound,"77, P16"
1193,E34635,Inbound,"77, P16"
1194,E34640,Inbound,"77, P16"
1195,E34650,Inbound,"77, P16"
1196,E34660,Inbound,"77, P16"
1197,E34700,Inbound,"77, P16"
1198,E34720,Inbound,"77, P16"
1199,E34730,Both,"77, P16"
1200,E34740,Outbound,74
1201,E34750,Inbound,74
1202,E34760,Outbound,74
1203,E34770,Both,74
1204,E34780,Inbound,74
1205,E34790,Inbound,74
1206,E34800,Both,74
1207,E34810,Inbound,74
1208,E34820,Outbound,74
1209,E34830,Outbound,74
1210,E34845,Inbound,"86, 87, 88, 91"
1211,E34850,Inbound,"86, 87, 88, 91"
1212,E34870,Inbound,"54, 86, 87, 88, 91"
1213,E34890,Inbound,"54, 86, 87, 88, 91"
1214,E34910,Inbound,"54, 86, 87, 88, 91"
1215,E34950,Inbound,"54, 86, 87, 88, 91"
1216,E34970,Inbound,"54, 86, 87"
1217,E34990,Inbound,"54, 86, 87"
1218,E35000,Inbound,"86, 87"
1219,E35020,Outbound,"54, 86, 87, 88, 91"
1220,E35030,Inbound,"86, 87"
1221,E35050,Inbound,"86, 87"
1222,E35060,Outbound,"54, 86, 87, 88, 91"
1223,E35070,Inbound,"86, 87"
1224,E35090,Inbound,"86, 87"
1225,E35130,Inbound,54
1226,E35150,Inbound,"54, 86, 87"
1227,E35160,Inbound,"54, 86, 87"
1228,E35170,Inbound,"54, 86, 87"
1229,E35190,Inbound,"64, 86"
1230,E35200,Outbound,"64, 86"
1231,E35210,Inbound,"54, 86, 87"
1232,E35220,Outbound,"54, 86, 87"
1233,E35250,Inbound,"54, 86"
1234,E35260,Outbound,"54, 86"
1235,E35270,Inbound,"54, 86"
1236,E35280,Outbound,"54, 86"
1237,E35290,Inbound,"64, 86"
1238,E35300,Outbound,"64, 86"
1239,E35310,Inbound,"86, 87"
1240,E35320,Outbound,"86, 87"
1241,E35330,Outbound,"54, 86"
1242,E35340,Inbound,"54, 86, 87"
1243,E35350,Inbound,"54, 86"
1244,E35360,Inbound,86
1245,E35370,Outbound,"54, 86"
1246,E35380,Inbound,"64, 86"
1247,E35390,Outbound,"64, 86"
1248,E35393,Inbound,"64, 86"
1249,E35395,Outbound,"64, 86"
1250,E35400,Inbound,"54, 86"
1251,E35410,Outbound,"54, 86"
1252,E35430,Inbound,"64, 86"
1253,E35440,Outbound,"64, 86"
1254,E35450,Outbound,"86, 87, 88, 91"
1255,E35470,Outbound,"54, 86, 87, 88, 91"
1256,E35480,Outbound,"54, 86, 87, 88, 91"
1257,E35500,Outbound,"54, 86, 87, 88, 91"
1258,E35510,Outbound,"54, 86, 87, 88, 91"
1259,E35520,Outbound,"54, 86, 87, 88, 91"
1260,E35570,Outbound,"54, 86, 87, 88, 91"
1261,E35590,Outbound,"86, 87"
1262,E35600,Outbound,"54, 86, 87"
1263,E35610,Outbound,"54, 86, 87"
1264,E35620,Outbound,"54, 86, 87"
1265,E35630,Outbound,"54, 86, 87"
1266,E35650,Inbound,59
1267,E35760,Outbound,"82, P17"
1268,E35770,Inbound,"82, P17"
1269,E35772,Outbound,"82, P17"
1270,E35780,Inbound,"82, P17"
1271,E35790,Outbound,"82, P17"
1272,E35800,Inbound,"82, P17"
1273,E35810,Inbound,"82, P17"
1274,E35820,Outbound,"82, P17"
1275,E35830,Inbound,"82, P17"
1276,E35840,Outbound,"82, P17"
1277,E35850,Both,"79, 82"
1278,E35880,Inbound,"82, P17"
1279,E35890,Inbound,"82, P17"
1280,E35900,Outbound,"82, P17"
1281,E35910,Inbound,"82, P17"
1282,E35920,Inbound,"82, P17"
1283,E35930,Outbound,"82, P17"
1284,E35940,Inbound,"82, P17"
1285,E35970,Outbound,"82, P17"
1286,E35980,Inbound,"82, P17"
1287,E35990,Inbound,"82, P17"
1288,E36000,Outbound,"82, P17"
1289,E36020,Outbound,"82, P17"
1290,E36035,Inbound,"82, P17"
1291,E36040,Inbound,"82, P17"
1292,E36050,Outbound,"82, P17"
1293,E36052,Inbound,"82, P17"
1294,E36060,Inbound,"82, P17"
1295,E36070,Outbound,"82, P17"
1296,E36095,Outbound,"82, P17"
1297,E36097,Outbound,"82, P17"
1298,E36098,Outbound,"79, 82, P17"
1299,E36100,Outbound,"82, P17"
1300,E36110,Inbound,P76
1301,E36120,Outbound,P76
1302,E36130,Inbound,P76
1303,E36145,Outbound,P76
1304,E36150,Outbound,P76
1305,E36170,Outbound,P76
1306,E36180,Outbound,P76
1307,E36190,Outbound,P76
1308,E36220,Outbound,P76
1309,E36240,Inbound,P76
1310,E36260,Inbound,P76
1311,E36265,Outbound,P76
1312,E36268,Inbound,P76
1313,E36270,Inbound,P76
1314,E36280,Outbound,P76
1315,E36300,Outbound,P76
1316,E36310,Outbound,P76
1317,E36330,Both,"55, P76"
1318,E36340,Inbound,P76
1319,E36350,Inbound,P76
1320,E36360,Inbound,P76
1321,E36370,Inbound,P76
1322,E36400,Inbound,P76
1323,E36410,Inbound,P76
1324,E36420,Inbound,P76
1325,E36430,Outbound,P76
1326,E36435,Outbound,P76
1327,E36440,Inbound,P76
1328,E36450,Inbound,P76
1329,E36460,Both,"55, P76"
1330,E36480,Outbound,P76
1331,E36910,Inbound,"59, 68, P68"
1332,E36970,Outbound,"59, 68, P68"
1333,E37030,Outbound,"59, 68, P68"
1334,E37220,Inbound,P16
1335,E37230,Inbound,P16
1336,E37235,Inbound,P16
1337,E37240,Outbound,P16
1338,E37250,Outbound,P16
1339,E37260,Outbound,P16
1340,E37280,Outbound,P16
1341,E37290,Inbound,P16
1342,E37300,Inbound,P16
1343,E37310,Outbound,P16
1344,E37320,Outbound,P16
1345,E37330,Inbound,P16
1346,E37965,Both,57
1347,E37980,Inbound,"68, P68"
1348,E37990,Outbound,"68, P68"
1349,E38000,Inbound,"68, P68"
1350,E38010,Outbound,"68, P68"
1351,E38030,Inbound,"68, P68"
1352,E38040,Outbound,"68, P68"
1353,E38050,Both,"54, 93"
1354,E38060,Inbound,"68, P68"
1355,E38070,Both,"54, 93"
1356,E38100,Outbound,P16
1357,E38110,Inbound,"68, P68"
1358,E38120,Outbound,"68, P68"
1359,E38160,Outbound,P16
1360,E38170,Inbound,P16
1361,E38180,Outbound,P16
1362,E38200,Outbound,P16
1363,E38300,Both,"54, 93"
1364,E38305,Inbound,67
1365,E38322,Both,"67, 68, P68"
1366,E38325,Outbound,67
1367,E38330,Outbound,67
1368,E38340,Outbound,67
1369,E38350,Both,"67, 68, P68"
1370,E38355,Inbound,67
1371,E38560,Inbound,P67
1372,E38660,Outbound,"68, P68"
1373,E38661,Outbound,"68, P68"
1374,E38666,Outbound,"68, P68"
1375,E38667,Inbound,"68, P68"
1376,E38669,Inbound,"68, P68"
1377,E38715,Outbound,"68, P68"
1378,E38725,Inbound,"68, P68"
1379,E38730,Both,"79, P17"
1380,E38750,Both,"79, P17"
1381,E38770,Both,"79, P17"
1382,E38790,Both,"79, P17"
1383,E38810,Both,"79, P17"
1384,E38900,Inbound,"67, P67"
1385,E39050,Inbound,"69, P69"
1386,E39060,Inbound,"69, P69"
1387,E39080,Inbound,"69, P69"
1388,E39130,Inbound,"69, P69"
1389,E39140,Inbound,61A
1390,E39150,Inbound,"69, P69"
1391,E39160,Inbound,"69, P69"
1392,E39190,Inbound,"69, P69"
1393,E39200,Inbound,"69, P69"
1394,E39210,Both,"59, 61B, 71, P7"
1395,E39220,Both,"59, 61B, 71, P7"
1396,E39230,Both,"59, 61B, 71, P7"
1397,E39270,Inbound,54
1398,E39280,Outbound,54
1399,E39290,Outbound,54
1400,E39300,Inbound,54
1401,E39310,Inbound,54
1402,E39320,Outbound,54
1403,E39340,Inbound,54
1404,E39350,Outbound,54
1405,E39360,Inbound,54
1406,E39370,Outbound,54
1407,E39390,Inbound,83
1408,E39400,Inbound,83
1409,E39530,Inbound,"61B, 71, P71"
1410,E39540,Both,"61B, 71, P71"
1411,E39550,Both,"59, 61B, 71, P7"
1412,E39560,Inbound,"61B, 71, P71"
1413,E39575,Both,"61B, 71, P71"
1414,E39580,Both,"59, 61B, 71, P7"
1415,E39590,Both,"59, 61B, 71, P7"
1416,E39600,Outbound,"61B, 71, P71"
1417,E39610,Both,"61B, 71, P71"
1418,E39630,Both,"59, 61B, 71, P7"
1419,E39640,Outbound,"61B, 71, P71"
1420,E39650,Inbound,"61B, P71"
1421,E39670,Outbound,"61B, P71"
1422,E39700,Both,"59, 61B, 71, P7"
1423,E39908,Both,P67
1424,E39940,Inbound,"68, P68"
1425,E39950,Inbound,"68, P68"
1426,E39960,Outbound,"68, P68"
1427,E40100,Outbound,"68, P68"
1428,E40110,Inbound,"68, P68"
1429,E40190,Inbound,77
1430,E40200,Outbound,"77, P16"
1431,E40240,Outbound,77
1432,E40270,Both,"79, P78"
1433,E40280,Both,"79, P78"
1434,E40290,Both,"79, P78"
1435,E40300,Both,"79, P78"
1436,E40310,Both,"79, P78"
1437,E40320,Both,"79, P78"
1438,E40330,Outbound,P78
1439,E40350,Both,"79, P78"
1440,E40360,Both,"79, P78"
1441,E40370,Both,"79, P78"
1442,E40375,Both,"79, P78"
1443,E40770,Inbound,"79, P17"
1444,E40810,Inbound,"79, P17"
1445,E40815,Outbound,79
1446,E40820,Outbound,79
1447,E40825,Inbound,"79, P17"
1448,E40840,Outbound,79
1449,E40860,Outbound,79
1450,E40890,Outbound,79
1451,E40950,Inbound,"79, P17"
1452,E40970,Outbound,79
1453,E40980,Inbound,"79, P17"
1454,E40990,Inbound,"79, P17"
1455,E41040,Both,65
1456,E41050,Both,65
1457,E41060,Both,65
1458,E41070,Inbound,74
1459,E41080,Outbound,74
1460,E41090,Outbound,"61C, 61D, 64"
1461,E41100,Inbound,"61C, 61D, 64"
1462,E41110,Outbound,"61C, 61D, 64"
1463,E41120,Both,"61C, 61D, 64, 93"
1464,E41130,Both,"61C, 61D, 64, 93"
1465,E41140,Outbound,"61C, 61D, 64"
1466,E41150,Both,"61C, 61D, 64, 93"
1467,E41160,Both,"61C, 61D, 64, 93"
1468,E41170,Inbound,64
1469,E41175,Both,74
1470,E41180,Outbound,74
1471,E41190,Both,"61C, 61D, 64, 93"
1472,E41200,Both,"61C, 61D, 64, 93"
1473,E41210,Both,"61C, 61D, 64, 93"
1474,E41220,Both,"61C, 61D, 64, 93"
1475,E41230,Both,"61C, 61D, 64, 93"
1476,E41240,Both,"61C, 61D, 64, 93"
1477,E41250,Both,"61C, 61D, 64, 93"
1478,E41260,Both,"61C, 61D, 64, 93"
1479,E41270,Both,"61C, 61D, 64, 93"
1480,E41280,Both,"61C, 61D, 64, 93"
1481,E41290,Both,"61C, 61D, 64, 93"
1482,E41300,Both,"61C, 61D, 64, 93"
1483,E41310,Inbound,74
1484,E41320,Outbound,74
1485,E41330,Both,"61C, 61D, 64, 93"
1486,E41340,Both,"61C, 61D, 64, 93"
1487,E41350,Both,"61C, 61D, 64, 93"
1488,E41360,Inbound,74
1489,E41365,Outbound,74
1490,E41370,Both,"61C, 61D, 64, 93"
1491,E41380,Both,"61C, 61D, 64, 93"
1492,E41390,Inbound,74
1493,E41400,Outbound,74
1494,E41670,Inbound,"71A, 71C, 77"
1495,E41690,Inbound,"71A, 87"
1496,E41720,Inbound,"71A, 87"
1497,E41730,Outbound,71A
1498,E41740,Inbound,"71A, 71C"
1499,E41745,Outbound,64
1500,E41750,Inbound,"71A, 71C, 77, 87"
1501,E41755,Inbound,64
1502,E41760,Outbound,"71A, 87"
1503,E41770,Inbound,64
1504,E41771,Outbound,64
1505,E41780,Inbound,64
1506,E41781,Outbound,64
1507,E41790,Inbound,"71A, 71C, 77"
1508,E41800,Outbound,"71A, 71C, 77"
1509,E41810,Inbound,71A
1510,E41820,Outbound,71A
1511,E41830,Inbound,"71A, 87"
1512,E41840,Outbound,"71A, 87"
1513,E41850,Inbound,71A
1514,E41860,Outbound,71A
1515,E41865,Inbound,64
1516,E41866,Outbound,64
1517,E41870,Inbound,"71A, 87"
1518,E41890,Outbound,"71A, 71C, 77, 87"
1519,E41900,Inbound,"71A, 71C, 77, 87"
